"id_ventil_task","id_agent","id_agent_creation","date_creation","type_chaine_paie","id_type_pointage","id_ventil_date_from","id_ventil_date_to","date_ventilation","task_status","version"
"115","9004147","9003069","2014-08-06T15:34:13.372","SHC","NULL","1","4","2014-08-06T15:36:09.786","OK","0"
"116","9004209","9003069","2014-08-06T15:34:13.374","SHC","NULL","1","4","2014-08-06T15:36:10.370","OK","0"
"117","9003414","9003069","2014-08-07T10:46:24.184","SHC","NULL","1","4","2014-08-07T10:48:02.749","OK","0"
"118","9003742","9003069","2014-08-07T10:46:24.239","SHC","NULL","1","4","2014-08-07T10:48:03.072","OK","0"
"119","9004955","9003069","2014-08-07T10:46:24.245","SHC","NULL","1","4","2014-08-07T10:48:03.690","OK","0"
"120","9002995","9003069","2014-08-07T10:46:24.249","SHC","NULL","1","4","2014-08-07T10:48:04.080","OK","0"
"121","9003876","9003069","2014-08-07T10:46:24.255","SHC","NULL","1","4","2014-08-07T10:48:04.922","OK","0"
"122","9005317","9003069","2014-08-07T10:46:24.257","SHC","NULL","1","4","2014-08-07T10:48:05.745","OK","0"
"123","9005088","9003069","2014-08-07T10:46:24.273","SHC","NULL","1","4","2014-08-07T10:48:06.391","OK","0"
"124","9004662","9003069","2014-08-07T10:46:24.276","SHC","NULL","1","4","2014-08-07T10:48:07.033","OK","0"
"125","9003151","9003069","2014-08-07T10:46:24.281","SHC","NULL","1","4","2014-08-07T10:48:07.224","OK","0"
"126","9002333","9003069","2014-08-07T10:46:24.285","SHC","NULL","1","4","2014-08-07T10:48:07.652","OK","0"
"127","9002940","9003069","2014-08-07T10:46:24.287","SHC","NULL","1","4","2014-08-07T10:48:08.213","OK","0"
"128","9005488","9003069","2014-08-07T10:46:24.292","SHC","NULL","1","4","2014-08-07T10:48:08.698","OK","0"
"129","9003484","9003069","2014-08-07T10:46:24.295","SHC","NULL","1","4","2014-08-07T10:48:09.049","OK","0"
"130","9004147","9003069","2014-08-07T10:46:24.302","SHC","NULL","1","4","2014-08-07T10:48:09.519","OK","0"
"131","9004209","9003069","2014-08-07T10:46:24.304","SHC","NULL","1","4","2014-08-07T10:48:10.094","OK","0"
"146","9003414","9003069","2014-08-26T15:10:40.969","SHC","NULL","1","4","2014-08-26T15:12:00.432","OK","0"
"147","9003742","9003069","2014-08-26T15:10:40.988","SHC","NULL","1","4","2014-08-26T15:12:00.664","OK","0"
"148","9004955","9003069","2014-08-26T15:10:40.996","SHC","NULL","1","4","2014-08-26T15:12:00.883","OK","0"
"149","9002995","9003069","2014-08-26T15:10:41.001","SHC","NULL","1","4","2014-08-26T15:12:01.156","OK","0"
"150","9003876","9003069","2014-08-26T15:10:41.010","SHC","NULL","1","4","2014-08-26T15:12:01.590","OK","0"
"151","9005317","9003069","2014-08-26T15:10:41.013","SHC","NULL","1","4","2014-08-26T15:12:01.999","OK","0"
"152","9005088","9003069","2014-08-26T15:10:41.023","SHC","NULL","1","4","2014-08-26T15:12:02.216","OK","0"
"153","9004662","9003069","2014-08-26T15:10:41.026","SHC","NULL","1","4","2014-08-26T15:12:02.454","OK","0"
"154","9003151","9003069","2014-08-26T15:10:41.034","SHC","NULL","1","4","2014-08-26T15:12:02.714","OK","0"
"155","9002333","9003069","2014-08-26T15:10:41.038","SHC","NULL","1","4","2014-08-26T15:12:02.936","OK","0"
"156","9002940","9003069","2014-08-26T15:10:41.042","SHC","NULL","1","4","2014-08-26T15:12:04.374","OK","0"
"157","9005488","9003069","2014-08-26T15:10:41.048","SHC","NULL","1","4","2014-08-26T15:12:04.594","OK","0"
"158","9003484","9003069","2014-08-26T15:10:41.053","SHC","NULL","1","4","2014-08-26T15:12:04.936","OK","0"
"159","9004147","9003069","2014-08-26T15:10:41.061","SHC","NULL","1","4","2014-08-26T15:12:05.165","OK","0"
"160","9004209","9003069","2014-08-26T15:10:41.064","SHC","NULL","1","4","2014-08-26T15:12:05.369","OK","0"
"161","9003305","9003069","2014-08-26T15:23:24.697","SHC","NULL","1","4","2014-08-26T15:24:00.720","OK","0"
"162","9003236","9003069","2014-08-26T15:23:24.701","SHC","NULL","1","4","2014-08-26T15:24:01.098","OK","0"
"163","9004464","9003069","2014-08-26T15:23:24.719","SHC","NULL","1","4","2014-08-26T15:24:01.470","OK","0"
"164","9004363","9003069","2014-08-26T15:23:24.721","SHC","NULL","1","4","2014-08-26T15:24:01.958","OK","0"
"165","9005495","9003069","2014-08-26T15:23:24.727","SHC","NULL","1","4","2014-08-26T15:24:02.171","OK","0"
"166","9004522","9003069","2014-08-26T15:23:24.736","SHC","NULL","1","4","2014-08-26T15:24:03.067","OK","0"
"168","9004473","9003069","2014-08-26T15:23:24.755","SHC","NULL","1","4","2014-08-26T15:24:03.869","OK","0"
