"id_droits_agent","id_agent","code_service","libelle_service","date_modification","version"
"4867","9005466","ECBB","ATM Section Administrative et Comptable","2015-03-13T14:09:03.520","0"
"4868","9005194","ECBC","ATM Garage Mécanique","2015-03-13T14:09:03.520","0"
"4869","9004787","ECBC","ATM Garage Mécanique","2015-03-13T14:09:03.520","0"
"4870","9003482","ECBC","ATM Garage Mécanique","2015-03-13T14:09:03.520","0"
"4871","9002200","ECBC","ATM Garage Mécanique","2015-03-13T14:09:03.521","0"
"4872","9004321","ECBC","ATM Garage Mécanique","2015-03-13T14:09:03.521","0"
"4873","9005013","ECBC","ATM Garage Mécanique","2015-03-13T14:09:03.521","0"
"4874","9002416","ECBC","ATM Garage Mécanique","2015-03-13T14:09:03.521","0"
"4875","9003873","ECBC","ATM Garage Mécanique","2015-03-13T14:09:03.521","0"
"4876","9005379","ECBC","ATM Garage Mécanique","2015-03-13T14:09:03.521","0"
"4877","9004144","ECBC","ATM Garage Mécanique","2015-03-13T14:09:03.521","0"
"4878","9002246","ECBC","ATM Garage Mécanique","2015-03-13T14:09:03.521","0"
"4879","9002189","ECBC","ATM Garage Mécanique","2015-03-13T14:09:03.521","0"
"4880","9004281","ECBC","ATM Garage Mécanique","2015-03-13T14:09:03.521","0"
"4881","9004058","ECBC","ATM Garage Mécanique","2015-03-13T14:09:03.521","0"
"4882","9003296","ECBD","ATM Magasin Général","2015-03-13T14:09:03.521","0"
"4883","9005366","ECBD","ATM Magasin Général","2015-03-13T14:09:03.521","0"
"4884","9003885","ECBD","ATM Magasin Général","2015-03-13T14:09:03.521","0"
"4885","9005321","ECBD","ATM Magasin Général","2015-03-13T14:09:03.521","0"
"4886","9002949","ECBE","ATM Atelier fer, bois, peinture","2015-03-13T14:09:03.521","0"
"4887","9004447","ECBE","ATM Atelier fer, bois, peinture","2015-03-13T14:09:03.521","0"
"4888","9004202","ECBE","ATM Atelier fer, bois, peinture","2015-03-13T14:09:03.521","0"
"4889","9004187","ECBE","ATM Atelier fer, bois, peinture","2015-03-13T14:09:03.521","0"
"4890","9004476","ECBE","ATM Atelier fer, bois, peinture","2015-03-13T14:09:03.521","0"
"4891","9005420","ECBE","ATM Atelier fer, bois, peinture","2015-03-13T14:09:03.521","0"
"4892","9005253","ECBE","ATM Atelier fer, bois, peinture","2015-03-13T14:09:03.521","0"
"4893","9005409","ECCB","DEPEV Secrétariat","2015-03-13T14:09:03.521","0"
"4894","9004385","ECCB","DEPEV Secrétariat","2015-03-13T14:09:03.521","0"
"4895","9005341","ECCC","DEPEV Subdivision Propreté Urbaine","2015-03-13T14:09:03.521","0"
"4896","9005536","ECCC","DEPEV Subdivision Propreté Urbaine","2015-03-13T14:09:03.521","0"
"4897","9004005","ECCC","DEPEV Subdivision Propreté Urbaine","2015-03-13T14:09:03.521","0"
"4898","9004606","ECCC","DEPEV Subdivision Propreté Urbaine","2015-03-13T14:09:03.521","0"
"4899","9003437","ECCC","DEPEV Subdivision Propreté Urbaine","2015-03-13T14:09:03.521","0"
"4900","9003704","ECCC","DEPEV Subdivision Propreté Urbaine","2015-03-13T14:09:03.521","0"
"4901","9002808","ECCC","DEPEV Subdivision Propreté Urbaine","2015-03-13T14:09:03.521","0"
"4902","9005517","ECCC","DEPEV Subdivision Propreté Urbaine","2015-03-13T14:09:03.521","0"
"4903","9005611","ECCC","DEPEV Subdivision Propreté Urbaine","2015-03-13T14:09:03.521","0"
"4904","9003616","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.521","0"
"4905","9003282","ECCB","DEPEV Secrétariat","2015-03-13T14:09:03.521","0"
"4906","9005418","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.521","0"
"4907","9005039","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.521","0"
"4908","9003818","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.521","0"
"4909","9002393","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.521","0"
"4910","9005130","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.521","0"
"4911","9003956","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.521","0"
"4912","9004532","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.521","0"
"4913","9003264","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.521","0"
"4914","9004444","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.521","0"
"4915","9003083","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.522","0"
"4916","9004013","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.522","0"
"4917","9004357","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.522","0"
"4918","9003143","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.522","0"
"4919","9004835","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.522","0"
"4920","9005006","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.522","0"
"4921","9003326","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.522","0"
"4922","9004277","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.522","0"
"4923","9003950","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.522","0"
"4924","9004689","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.522","0"
"4925","9002275","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.522","0"
"4926","9003952","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.522","0"
"4927","9003985","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.522","0"
"4928","9004473","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.522","0"
"4929","9004006","ECCD","DEPEV Subdivision Espaces Verts","2015-03-13T14:09:03.522","0"
"4930","9005470","ECCE","DEPEV Section Conception Etudes Travaux","2015-03-13T14:09:03.522","0"
"4931","9005268","ECCE","DEPEV Section Conception Etudes Travaux","2015-03-13T14:09:03.522","0"
"4932","9004856","ECDA","Sce Inspect.& Prévent. des Risques Environnementaux & Sanit.","2015-03-13T14:09:03.522","0"
"4933","9005362","ECDA","Sce Inspect.& Prévent. des Risques Environnementaux & Sanit.","2015-03-13T14:09:03.522","0"
"4934","9003936","ECDE","SIPRES Section Inspection Alimentaire et Esthétique","2015-03-13T14:09:03.522","0"
"4935","9005438","ECDD","SIPRES Section Evaluation & Réduction Insalubrité Publique","2015-03-13T14:09:03.522","0"
"4936","9004055","ECDC","SIPRES Section Contrôles & Analyses Eaux et Entomologiques","2015-03-13T14:09:03.522","0"
"4937","9004074","ECDC","SIPRES Section Contrôles & Analyses Eaux et Entomologiques","2015-03-13T14:09:03.522","0"
"4938","9005059","ECDC","SIPRES Section Contrôles & Analyses Eaux et Entomologiques","2015-03-13T14:09:03.522","0"
"4939","9003936","ECDE","SIPRES Section Inspection Alimentaire et Esthétique","2015-03-13T14:09:03.522","0"
"4940","9005073","ECDE","SIPRES Section Inspection Alimentaire et Esthétique","2015-03-13T14:09:03.522","0"
"4941","9004123","ECDE","SIPRES Section Inspection Alimentaire et Esthétique","2015-03-13T14:09:03.522","0"
"4942","9005345","ECDE","SIPRES Section Inspection Alimentaire et Esthétique","2015-03-13T14:09:03.522","0"
"4943","9004635","ECDE","SIPRES Section Inspection Alimentaire et Esthétique","2015-03-13T14:09:03.522","0"
"4944","9005172","ECDE","SIPRES Section Inspection Alimentaire et Esthétique","2015-03-13T14:09:03.522","0"
"4945","9005352","ECDF","SIPRES Section Lutte Anti Vecteurs","2015-03-13T14:09:03.522","0"
"4946","9005050","ECDF","SIPRES Section Lutte Anti Vecteurs","2015-03-13T14:09:03.522","0"
"4947","9003305","ECDF","SIPRES Section Lutte Anti Vecteurs","2015-03-13T14:09:03.522","0"
"4948","9003578","ECDF","SIPRES Section Lutte Anti Vecteurs","2015-03-13T14:09:03.523","0"
"4949","9003408","ECDF","SIPRES Section Lutte Anti Vecteurs","2015-03-13T14:09:03.523","0"
"4950","9004280","ECDF","SIPRES Section Lutte Anti Vecteurs","2015-03-13T14:09:03.523","0"
"4951","9004634","ECDF","SIPRES Section Lutte Anti Vecteurs","2015-03-13T14:09:03.523","0"
"4952","9004173","ECDF","SIPRES Section Lutte Anti Vecteurs","2015-03-13T14:09:03.523","0"
"4953","9004472","ECDF","SIPRES Section Lutte Anti Vecteurs","2015-03-13T14:09:03.523","0"
"4954","9004522","ECDF","SIPRES Section Lutte Anti Vecteurs","2015-03-13T14:09:03.523","0"
"4955","9003236","ECDF","SIPRES Section Lutte Anti Vecteurs","2015-03-13T14:09:03.523","0"
"4956","9003304","ECDF","SIPRES Section Lutte Anti Vecteurs","2015-03-13T14:09:03.523","0"
"4957","9005356","DDBC","DRH SEFP Section Emploi et Formation","2015-03-13T14:09:03.523","0"
"4965","9003197","EBCB","DB Section Administrative et Comptable","2015-03-13T14:09:03.523","0"
"4966","9003618","EBCB","DB Section Administrative et Comptable","2015-03-13T14:09:03.523","0"
"4968","9005622","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-16T14:22:37.513","0"
"4969","9005547","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-16T14:22:37.704","0"
"4483","9003386","DFDC","SCF Section Manifestations Festives","2015-03-13T14:09:03.509","2"
"4959","9003291","DGEA","DAEDU Service du Domaine","2015-03-13T14:09:03.523","1"
"4484","9004241","DFDC","SCF Section Manifestations Festives","2015-03-13T14:09:03.509","2"
"4485","9004318","DFDC","SCF Section Manifestations Festives","2015-03-13T14:09:03.509","2"
"4486","9004169","DFDD","SCF Section Médiathèque","2015-03-13T14:09:03.509","2"
"4487","9003410","DFDD","SCF Section Médiathèque","2015-03-13T14:09:03.509","2"
"4958","9005181","DGEA","DAEDU Service du Domaine","2015-03-13T14:09:03.523","2"
"4960","9003430","DGEA","DAEDU Service du Domaine","2015-03-13T14:09:03.523","2"
"4961","9005005","DGEA","DAEDU Service du Domaine","2015-03-13T14:09:03.523","2"
"4962","9004543","DGEA","DAEDU Service du Domaine","2015-03-13T14:09:03.523","2"
"4967","9005639","DGEA","DAEDU Service du Domaine","2015-03-16T10:21:33.945","2"
"4488","9005174","DFDD","SCF Section Médiathèque","2015-03-13T14:09:03.509","2"
"4489","9003721","DFDD","SCF Section Médiathèque","2015-03-13T14:09:03.509","2"
"4490","9003284","DFDD","SCF Section Médiathèque","2015-03-13T14:09:03.509","2"
"4491","9004317","DFDD","SCF Section Médiathèque","2015-03-13T14:09:03.509","2"
"4492","9005256","DFDD","SCF Section Médiathèque","2015-03-13T14:09:03.510","2"
"4493","9003483","DFDD","SCF Section Médiathèque","2015-03-13T14:09:03.510","2"
"4494","9005479","DFDD","SCF Section Médiathèque","2015-03-13T14:09:03.510","2"
"4496","9004613","DFDD","SCF Section Médiathèque","2015-03-13T14:09:03.510","2"
"4504","9003674","DFDE","SCF Section Musée","2015-03-13T14:09:03.510","2"
"4972","9005654","EABE","SCAF Section Administration et Comptable","2015-03-19T09:38:21.201","0"
"4497","9004109","DFDD","SCF Section Médiathèque","2015-03-13T14:09:03.510","2"
"4498","9004078","DFDD","SCF Section Médiathèque","2015-03-13T14:09:03.510","2"
"4499","9004222","DFDD","SCF Section Médiathèque","2015-03-13T14:09:03.510","2"
"4500","9003265","DFDD","SCF Section Médiathèque","2015-03-13T14:09:03.510","2"
"4501","9005488","DFDD","SCF Section Médiathèque","2015-03-13T14:09:03.510","2"
"4502","9004002","DFDD","SCF Section Médiathèque","2015-03-13T14:09:03.510","2"
"4505","9003861","DFDE","SCF Section Musée","2015-03-13T14:09:03.510","2"
"4507","9004728","DFDE","SCF Section Musée","2015-03-13T14:09:03.510","2"
"4508","9003417","DFDE","SCF Section Musée","2015-03-13T14:09:03.510","2"
"4509","9005325","DFDE","SCF Section Musée","2015-03-13T14:09:03.510","2"
"4510","9005502","DFDE","SCF Section Musée","2015-03-13T14:09:03.510","2"
"4511","9003573","DFDE","SCF Section Musée","2015-03-13T14:09:03.510","2"
"4512","9005367","DFDF","SCF Section Centre d'Art","2015-03-13T14:09:03.510","2"
"4513","9003953","DFDF","SCF Section Centre d'Art","2015-03-13T14:09:03.510","2"
"4514","9004744","DFDF","SCF Section Centre d'Art","2015-03-13T14:09:03.510","2"
"4515","9004647","DFDF","SCF Section Centre d'Art","2015-03-13T14:09:03.510","2"
"4519","9003739","DFDG","SCF Section Dispositif Musique","2015-03-13T14:09:03.510","2"
"4520","9004483","DFDG","SCF Section Dispositif Musique","2015-03-13T14:09:03.510","2"
"4521","9005412","DFDG","SCF Section Dispositif Musique","2015-03-13T14:09:03.510","2"
"4522","9004562","DFDG","SCF Section Dispositif Musique","2015-03-13T14:09:03.510","2"
"4523","9004563","DFDG","SCF Section Dispositif Musique","2015-03-13T14:09:03.510","2"
"4524","9004560","DFDG","SCF Section Dispositif Musique","2015-03-13T14:09:03.510","2"
"4525","9004558","DFDG","SCF Section Dispositif Musique","2015-03-13T14:09:03.510","2"
"4982","9003883","EABD","SCAF Section Proximité Intervention","2015-03-25T07:51:40.867","4"
"4527","9004557","DFDG","SCF Section Dispositif Musique","2015-03-13T14:09:03.510","2"
"4528","9004564","DFDG","SCF Section Dispositif Musique","2015-03-13T14:09:03.510","2"
"4529","9005512","DFDG","SCF Section Dispositif Musique","2015-03-13T14:09:03.511","2"
"4530","9004594","DFDG","SCF Section Dispositif Musique","2015-03-13T14:09:03.511","2"
"4531","9004079","DFDH","SCF Section Arts Plastiques","2015-03-13T14:09:03.511","2"
"4532","9004573","DFDH","SCF Section Arts Plastiques","2015-03-13T14:09:03.511","2"
"4533","9005471","DFDH","SCF Section Arts Plastiques","2015-03-13T14:09:03.511","2"
"4973","9005528","ECCD","DEPEV Subdivision Espaces Verts","2015-03-23T14:12:39.250","0"
"4983","9005460","EABD","SCAF Section Proximité Intervention","2015-03-25T07:51:40.921","4"
"4984","9004312","EABD","SCAF Section Proximité Intervention","2015-03-25T07:51:40.972","3"
"5009","9005246","DBBD","DF SEB Section de l'Actif","2015-03-30T15:06:14.824","0"
"5010","9005028","DBAB","DF Pôle Administratif et Budgétaire","2015-03-30T15:35:31.529","0"
"4985","9005179","EABD","SCAF Section Proximité Intervention","2015-03-25T07:51:41.063","4"
"4981","9005534","EABD","SCAF Section Proximité Intervention","2015-03-25T07:51:40.802","4"
"4986","9005619","EABA","DGST Service Coordination Administration Finances","2015-03-25T07:51:41.123","4"
"4987","9005501","DFDB","SCF Section Secrétariat Comptabilité Accueil","2015-03-26T09:34:00.220","0"
"4988","9005129","DFDB","SCF Section Secrétariat Comptabilité Accueil","2015-03-26T09:34:00.371","0"
"4989","9005510","DFDB","SCF Section Secrétariat Comptabilité Accueil","2015-03-26T09:34:00.436","0"
"4990","9005437","DGCA","DAEDU Service du Développement Urbain","2015-03-26T13:35:57.032","0"
"4991","9005639","DGEA","DAEDU Service du Domaine","2015-03-26T13:35:57.107","0"
"4992","9003430","DGEA","DAEDU Service du Domaine","2015-03-26T13:35:57.168","0"
"4993","9005005","DGEA","DAEDU Service du Domaine","2015-03-26T13:35:57.225","0"
"4994","9005258","DGCA","DAEDU Service du Développement Urbain","2015-03-26T13:35:57.280","0"
"4995","9005181","DGEA","DAEDU Service du Domaine","2015-03-26T13:35:57.345","0"
"5011","9005054","EBEC","DETVEA Subdivision Etudes Eau et Assainissement","2015-03-30T15:38:41.776","0"
"5002","9005246","DBBD","DF SEB Section de l'Actif","2015-03-30T14:47:09.191","2"
"4999","9005559","DBCB","DF SPB Section de la Programmation Budgétaire","2015-03-30T14:12:24.290","2"
"5003","9005157","DBBC","DF SEB Section des Recettes","2015-03-30T14:47:09.255","2"
"5004","9002922","DBBC","DF SEB Section des Recettes","2015-03-30T14:47:09.322","2"
"5005","9003260","DBBB","DF SEB Section des Dépenses","2015-03-30T14:47:09.383","2"
"4974","9005654","EABE","SCAF Section Administration et Comptable","2015-03-25T07:50:21.393","3"
"4975","9003257","EABE","SCAF Section Administration et Comptable","2015-03-25T07:51:40.418","3"
"4976","9005085","EABE","SCAF Section Administration et Comptable","2015-03-25T07:51:40.482","3"
"4977","9003631","EABE","SCAF Section Administration et Comptable","2015-03-25T07:51:40.544","3"
"4978","9003933","EABE","SCAF Section Administration et Comptable","2015-03-25T07:51:40.596","3"
"4979","9004684","EABD","SCAF Section Proximité Intervention","2015-03-25T07:51:40.664","4"
"4980","9004661","EABD","SCAF Section Proximité Intervention","2015-03-25T07:51:40.718","4"
"5006","9004406","DBBB","DF SEB Section des Dépenses","2015-03-30T14:47:09.448","2"
"4996","9005048","DGCA","DAEDU Service du Développement Urbain","2015-03-26T13:35:57.408","0"
"4997","9004543","DGEA","DAEDU Service du Domaine","2015-03-26T13:35:57.462","0"
"4998","9004274","DGAB","DAEDU Pôle Administratif et Budgétaire","2015-03-26T13:35:57.515","0"
"5000","9005154","DBDB","DF SM Section des Procédures Administratives","2015-03-30T14:39:18.136","0"
"5001","9003580","DBDB","DF SM Section des Procédures Administratives","2015-03-30T14:39:18.206","0"
"5007","9002334","DBBB","DF SEB Section des Dépenses","2015-03-30T14:47:09.511","2"
"5008","9004534","DBBB","DF SEB Section des Dépenses","2015-03-30T14:47:09.585","2"
"4412","9003770","DFAB","DJCS Pôle Administratif et Budgétaire","2015-03-13T14:09:03.507","1"
"4415","9004810","DFAC","DJCS Pôle Jeunesse","2015-03-13T14:09:03.507","1"
"4417","9005614","DFCA","DJCS Service Vie des Quartiers","2015-03-13T14:09:03.507","1"
"5020","9005129","DFDB","SCF Section Secrétariat Comptabilité Accueil","2015-04-07T14:19:12.223","0"
"5021","9003721","DFDD","SCF Section Médiathèque","2015-04-07T14:19:12.334","0"
"5022","9005174","DFDD","SCF Section Médiathèque","2015-04-07T14:19:12.392","0"
"5023","9005512","DFDG","SCF Section Dispositif Musique","2015-04-07T14:19:12.456","0"
"5024","9004557","DFDG","SCF Section Dispositif Musique","2015-04-07T14:19:12.536","0"
"5025","9004169","DFDD","SCF Section Médiathèque","2015-04-07T14:19:12.596","0"
"5026","9004613","DFDD","SCF Section Médiathèque","2015-04-07T14:19:12.660","0"
"5027","9005525","DFDF","SCF Section Centre d'Art","2015-04-07T14:19:12.717","0"
"5028","9004573","DFDH","SCF Section Arts Plastiques","2015-04-07T14:19:12.803","0"
"5029","9003739","DFDG","SCF Section Dispositif Musique","2015-04-07T14:19:12.886","0"
"5030","9004548","DFDE","SCF Section Musée","2015-04-07T14:19:12.944","0"
"5031","9005359","DFDB","SCF Section Secrétariat Comptabilité Accueil","2015-04-07T14:19:13.002","0"
"5032","9004728","DFDE","SCF Section Musée","2015-04-07T14:19:13.060","0"
"5033","9004078","DFDD","SCF Section Médiathèque","2015-04-07T14:19:13.124","0"
"5034","9005325","DFDE","SCF Section Musée","2015-04-07T14:19:13.179","0"
"5035","9005502","DFDE","SCF Section Musée","2015-04-07T14:19:13.237","0"
"5036","9004318","DFDC","SCF Section Manifestations Festives","2015-04-07T14:19:13.301","0"
"5037","9004511","DFDE","SCF Section Musée","2015-04-07T14:19:13.395","0"
"5038","9003417","DFDE","SCF Section Musée","2015-04-07T14:19:13.451","0"
"5039","9004317","DFDD","SCF Section Médiathèque","2015-04-07T14:19:13.544","0"
"5040","9005367","DFDF","SCF Section Centre d'Art","2015-04-07T14:19:13.616","0"
"5041","9005479","DFDD","SCF Section Médiathèque","2015-04-07T14:19:13.673","0"
"5042","9004696","DFDD","SCF Section Médiathèque","2015-04-07T14:19:13.732","0"
"5043","9004558","DFDG","SCF Section Dispositif Musique","2015-04-07T14:19:13.831","0"
"5044","9003265","DFDD","SCF Section Médiathèque","2015-04-07T14:19:13.887","0"
"5045","9004559","DFDG","SCF Section Dispositif Musique","2015-04-07T14:19:13.948","0"
"5046","9004744","DFDF","SCF Section Centre d'Art","2015-04-07T14:19:14.004","0"
"5047","9004483","DFDG","SCF Section Dispositif Musique","2015-04-07T14:19:14.060","0"
"5048","9003483","DFDD","SCF Section Médiathèque","2015-04-07T14:19:14.122","0"
"5049","9005256","DFDD","SCF Section Médiathèque","2015-04-07T14:19:14.232","0"
"5050","9005488","DFDD","SCF Section Médiathèque","2015-04-07T14:19:14.299","0"
"5051","9003687","DFDD","SCF Section Médiathèque","2015-04-07T14:19:14.357","0"
"5052","9004002","DFDD","SCF Section Médiathèque","2015-04-07T14:19:14.417","0"
"5053","9003573","DFDE","SCF Section Musée","2015-04-07T14:19:14.555","0"
"5054","9005510","DFDB","SCF Section Secrétariat Comptabilité Accueil","2015-04-07T14:19:14.612","0"
"5055","9004079","DFDH","SCF Section Arts Plastiques","2015-04-07T14:19:14.674","0"
"5056","9003861","DFDE","SCF Section Musée","2015-04-07T14:19:14.729","0"
"5057","9004560","DFDG","SCF Section Dispositif Musique","2015-04-07T14:19:14.829","0"
"5058","9003953","DFDF","SCF Section Centre d'Art","2015-04-07T14:19:14.903","0"
"5059","9003284","DFDD","SCF Section Médiathèque","2015-04-07T14:19:14.959","0"
"5060","9004594","DFDG","SCF Section Dispositif Musique","2015-04-07T14:19:15.015","0"
"5061","9003410","DFDD","SCF Section Médiathèque","2015-04-07T14:19:15.075","0"
"5062","9002753","DFDC","SCF Section Manifestations Festives","2015-04-07T14:19:15.157","0"
"5063","9004241","DFDC","SCF Section Manifestations Festives","2015-04-07T14:19:15.248","0"
"5064","9003674","DFDE","SCF Section Musée","2015-04-07T14:19:15.344","0"
"5065","9003386","DFDC","SCF Section Manifestations Festives","2015-04-07T14:19:15.399","0"
"5066","9003262","DFDF","SCF Section Centre d'Art","2015-04-07T14:19:15.455","0"
"5067","9004647","DFDF","SCF Section Centre d'Art","2015-04-07T14:19:15.512","0"
"5068","9004109","DFDD","SCF Section Médiathèque","2015-04-07T14:19:15.572","0"
"5069","9004562","DFDG","SCF Section Dispositif Musique","2015-04-07T14:19:15.627","0"
"5070","9004222","DFDD","SCF Section Médiathèque","2015-04-07T14:19:15.682","0"
"5071","9005633","DFDE","SCF Section Musée","2015-04-07T14:19:15.740","0"
"5072","9004564","DFDG","SCF Section Dispositif Musique","2015-04-07T14:19:15.849","0"
"5073","9005412","DFDG","SCF Section Dispositif Musique","2015-04-07T14:19:15.907","0"
"5074","9004737","DFDA","DJCS Service de la Culture et des Fêtes","2015-04-07T14:19:15.966","0"
"5075","9005471","DFDH","SCF Section Arts Plastiques","2015-04-07T14:19:16.026","0"
"5076","9005347","DFDF","SCF Section Centre d'Art","2015-04-07T14:19:16.082","0"
"5077","9004563","DFDG","SCF Section Dispositif Musique","2015-04-07T14:19:16.141","0"
"3904","9003281","DBAB","DF Pôle Administratif et Budgétaire","2015-03-13T14:09:03.493","1"
"3905","9005028","DBAB","DF Pôle Administratif et Budgétaire","2015-03-13T14:09:03.493","1"
"3906","9004575","DBBA","DF Service de l'Exécution Budgétaire","2015-03-13T14:09:03.493","1"
"5016","9005466","ECBB","ATM Section Administrative et Comptable","2015-04-03T07:08:17.230","2"
"5017","9005010","ECBB","ATM Section Administrative et Comptable","2015-04-03T07:08:17.287","2"
"5018","9003232","ECBB","ATM Section Administrative et Comptable","2015-04-03T07:08:17.345","2"
"5019","9004459","ECBB","ATM Section Administrative et Comptable","2015-04-03T07:08:17.402","2"
"5078","9004281","ECBC","ATM Garage Mécanique","2015-04-14T07:58:11.566","2"
"5079","9005366","ECBD","ATM Magasin Général","2015-04-14T07:58:11.635","2"
"5080","9004187","ECBE","ATM Atelier fer, bois, peinture","2015-04-14T07:58:11.699","2"
"5081","9003296","ECBD","ATM Magasin Général","2015-04-14T07:58:11.828","2"
"5082","9002189","ECBC","ATM Garage Mécanique","2015-04-14T07:58:11.883","2"
"5083","9002200","ECBC","ATM Garage Mécanique","2015-04-14T07:58:11.942","2"
"5084","9005321","ECBD","ATM Magasin Général","2015-04-14T07:58:12.014","2"
"5085","9002246","ECBC","ATM Garage Mécanique","2015-04-14T07:58:12.070","2"
"5086","9005401","ECBB","ATM Section Administrative et Comptable","2015-04-14T07:58:12.127","2"
"5087","9004202","ECBE","ATM Atelier fer, bois, peinture","2015-04-14T07:58:12.182","2"
"5088","9004447","ECBE","ATM Atelier fer, bois, peinture","2015-04-14T07:58:12.241","2"
"5089","9004787","ECBC","ATM Garage Mécanique","2015-04-14T07:58:12.293","2"
"5090","9005420","ECBE","ATM Atelier fer, bois, peinture","2015-04-14T07:58:12.348","2"
"5091","9004321","ECBC","ATM Garage Mécanique","2015-04-14T07:58:12.430","2"
"5092","9005194","ECBC","ATM Garage Mécanique","2015-04-14T07:58:12.489","2"
"5093","9002416","ECBC","ATM Garage Mécanique","2015-04-14T07:58:12.542","2"
"5094","9003480","ECBB","ATM Section Administrative et Comptable","2015-04-14T07:58:12.604","2"
"5095","9004476","ECBE","ATM Atelier fer, bois, peinture","2015-04-14T07:58:12.661","2"
"5096","9004058","ECBC","ATM Garage Mécanique","2015-04-14T07:58:12.719","2"
"5097","9005253","ECBE","ATM Atelier fer, bois, peinture","2015-04-14T07:58:12.776","2"
"5098","9005379","ECBC","ATM Garage Mécanique","2015-04-14T07:58:12.830","2"
"5099","9004144","ECBC","ATM Garage Mécanique","2015-04-14T07:58:12.884","2"
"5100","9002949","ECBE","ATM Atelier fer, bois, peinture","2015-04-14T07:58:12.941","2"
"5101","9003873","ECBC","ATM Garage Mécanique","2015-04-14T07:58:13.007","2"
"5102","9005013","ECBE","ATM Atelier fer, bois, peinture","2015-04-14T07:58:13.063","2"
"5103","9003482","ECBC","ATM Garage Mécanique","2015-04-14T07:58:13.120","2"
"5104","9003885","ECBD","ATM Magasin Général","2015-04-14T07:58:13.178","2"
"3997","9005537","DEBA","DASP Service des Elections","2015-03-13T14:09:03.495","1"
"3998","9005398","DEBA","DASP Service des Elections","2015-03-13T14:09:03.495","1"
"3999","9005468","DEBA","DASP Service des Elections","2015-03-13T14:09:03.495","1"
"4000","9005080","DEBA","DASP Service des Elections","2015-03-13T14:09:03.495","1"
